Platform,Manufactur,Year,Publisher,NA,EU,JP,Other,Global,Critic_Score,Critic_Count,User_Score,User_Count,Developer
GC,Nintendo,2002,Hudson Soft,0.06,0.02,0.0,0.0,0.08,70.0,21.0,7.9,10.0,Hudson
PS2,Sony,2006,Codemasters,0.04,0.03,0.0,0.01,0.08,82.0,26.0,7.2,15.0,Codemasters
Wii,Nintendo,2009,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,31.0,6.0,5.0,11.0,Digital Leisure Inc.
WiiU,Nintendo,2014,Little Orbit,0.03,0.05,0.0,0.01,0.08,47.0,4.0,4.9,7.0,Torus Games
PS3,Sony,2007,Midway Games,0.07,0.01,0.0,0.01,0.08,56.0,23.0,6.3,18.0,Midway Studios - Austin
PS2,Sony,2000,Ubisoft,0.04,0.03,0.0,0.01,0.08,73.0,10.0,7.3,7.0,Disney Interactive
GBA,Nintendo,2003,Telegames,0.06,0.02,0.0,0.0,0.08,80.0,9.0,8.3,7.0,Cosmigo
PSP,Sony,2005,Ubisoft,0.07,0.0,0.0,0.01,0.08,77.0,36.0,7.7,13.0,Taito Corporation
Wii,Nintendo,2008,Capcom,0.08,0.0,0.0,0.01,0.08,60.0,28.0,7.8,5.0,High Voltage Software
XB,Microsoft,2003,Electronic Arts,0.06,0.02,0.0,0.0,0.08,64.0,19.0,7.7,21.0,Zono Inc.
PC,Microsoft,2010,PopCap Games,0.02,0.05,0.0,0.01,0.08,82.0,27.0,8.1,86.0,PopCap
PS2,Sony,2003,LucasArts,0.04,0.03,0.0,0.01,0.08,49.0,23.0,5.0,4.0,LucasArts
XB,Microsoft,2006,Electronic Arts,0.06,0.02,0.0,0.0,0.08,63.0,30.0,7.1,9.0,EA Canada
PSP,Sony,2005,Eidos Interactive,0.07,0.0,0.0,0.01,0.08,45.0,19.0,5.4,5.0,Core Design Ltd.
GBA,Nintendo,2004,THQ,0.06,0.02,0.0,0.0,0.08,77.0,20.0,8.8,15.0,Amusement Vision
GBA,Nintendo,2003,THQ,0.06,0.02,0.0,0.0,0.08,74.0,18.0,8.3,9.0,Grasshopper Manufacture
PS4,Sony,2014,Unknown,0.05,0.02,0.0,0.01,0.08,66.0,11.0,6.3,67.0,HB Studios Multimedia
GC,Nintendo,2005,Empire Interactive,0.06,0.02,0.0,0.0,0.08,64.0,14.0,6.8,6.0,Xpec
GBA,Nintendo,2004,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08,79.0,32.0,8.3,14.0,Noise Factory
GC,Nintendo,2006,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,57.0,10.0,7.8,4.0,Smart Bomb Interactive
XB,Microsoft,2006,Ubisoft,0.06,0.02,0.0,0.0,0.08,69.0,19.0,6.8,4.0,Ubisoft Romania
PS4,Sony,2015,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,70.0,18.0,7.8,44.0,"Shift, Bandai Namco Games"
X360,Microsoft,2006,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,78.0,51.0,7.9,166.0,Kush Games
DS,Nintendo,2008,Ubisoft,0.08,0.0,0.0,0.01,0.08,48.0,6.0,7.1,7.0,Gameloft
PS4,Sony,2015,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,90.0,18.0,7.6,312.0,Yacht Club Games
PS,Sony,2000,Virgin Interactive,0.05,0.03,0.0,0.01,0.08,69.0,15.0,8.1,11.0,Capcom
PSV,Sony,2013,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,69.0,16.0,6.8,10.0,Novarama
DS,Nintendo,2007,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,47.0,23.0,7.5,6.0,Foundation 9 Entertainment
PS2,Sony,2005,Ghostlight,0.04,0.03,0.0,0.01,0.08,82.0,38.0,7.9,38.0,Atlus Co.
PC,Microsoft,2012,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.08,80.0,8.0,6.9,182.0,Konami
PC,Microsoft,2016,Take-Two Interactive,0.04,0.04,0.0,0.01,0.08,69.0,34.0,6.9,400.0,Gearbox Software
Wii,Nintendo,2008,The Adventure Company,0.06,0.01,0.0,0.01,0.08,46.0,6.0,7.3,6.0,AWE Games
DS,Nintendo,2009,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,71.0,4.0,7.8,5.0,Venom Games
PS2,Sony,2002,Atari,0.04,0.03,0.0,0.01,0.08,76.0,9.0,9.2,9.0,Atari
GBA,Nintendo,2004,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.8,5.0,EA Canada
PS3,Sony,2009,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,35.0,18.0,4.8,27.0,Rebellion
PS4,Sony,2016,Capcom,0.07,0.0,0.0,0.02,0.08,77.0,22.0,6.1,55.0,Digital Eclipse
PS3,Sony,2011,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,51.0,37.0,6.0,8.0,Game Republic
GC,Nintendo,2005,Electronic Arts,0.06,0.02,0.0,0.0,0.08,78.0,18.0,9.3,7.0,EA Canada
PS2,Sony,2006,SouthPeak Games,0.04,0.03,0.0,0.01,0.08,44.0,36.0,5.8,15.0,DC Studios
PS2,Sony,2005,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78.0,46.0,8.9,58.0,Tecmo
PS2,Sony,2004,Sega,0.04,0.03,0.0,0.01,0.08,52.0,31.0,7.0,6.0,Dimps Corporation
3DS,Nintendo,2014,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0,WayForward
PS3,Sony,2014,Deep Silver,0.02,0.05,0.0,0.01,0.08,36.0,8.0,3.7,77.0,Piranha Bytes
X360,Microsoft,2009,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,62.0,12.0,8.0,6.0,Loose Cannon Studios
Wii,Nintendo,2007,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08,20.0,6.0,1.7,52.0,Data Design Interactive
GC,Nintendo,2004,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,25.0,8.0,11.0,Ubisoft
PC,Microsoft,2005,Electronic Arts,0.0,0.07,0.0,0.01,0.08,91.0,55.0,8.4,837.0,Digital Illusions
GC,Nintendo,2002,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,72.0,11.0,9.3,4.0,Telenet
PC,Microsoft,2016,Electronic Arts,0.03,0.04,0.0,0.01,0.08,85.0,27.0,8.0,488.0,Respawn Entertainment
X360,Microsoft,2014,Atlus,0.06,0.01,0.0,0.01,0.08,85.0,15.0,7.4,35.0,Arc System Works
X360,Microsoft,2011,505 Games,0.05,0.02,0.0,0.01,0.08,49.0,17.0,6.2,11.0,Kung Fu Factory
PS2,Sony,2006,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,66.0,23.0,8.6,17.0,SNK Playmore
PS2,Sony,2004,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,70.0,7.0,8.8,6.0,Koei
GC,Nintendo,2002,Electronic Arts,0.06,0.02,0.0,0.0,0.08,86.0,12.0,7.8,10.0,EA Canada
PC,Microsoft,2011,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,74.0,5.0,5.9,16.0,Visual Concepts
XB,Microsoft,2003,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,54.0,22.0,5.8,5.0,Climax Group
GC,Nintendo,2002,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08,79.0,23.0,6.9,11.0,Rockstar San Diego
Wii,Nintendo,2008,The Adventure Company,0.07,0.01,0.0,0.01,0.08,56.0,7.0,7.8,4.0,Kheops Studio
WiiU,Nintendo,2012,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64.0,18.0,7.4,31.0,Omega Force
PSP,Sony,2009,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,69.0,13.0,3.0,13.0,SCEA San Diego Studios
PS3,Sony,2013,Namco Bandai Games,0.03,0.03,0.0,0.01,0.08,51.0,6.0,3.1,7.0,"Namco Bandai Games, Monkey Bar Games"
PS2,Sony,2003,Agetec,0.04,0.03,0.0,0.01,0.08,79.0,16.0,8.6,10.0,UGA
PS2,Sony,2001,Ubisoft,0.04,0.03,0.0,0.01,0.08,43.0,14.0,6.7,10.0,Stormfront Studios
GC,Nintendo,2003,Empire Interactive,0.06,0.02,0.0,0.0,0.08,63.0,5.0,8.2,6.0,Eutechnyx
DS,Nintendo,2008,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,73.0,22.0,9.0,22.0,Monolith Soft
PC,Microsoft,2013,City Interactive,0.02,0.05,0.0,0.01,0.08,52.0,24.0,5.8,320.0,City Interactive
X360,Microsoft,2009,Rising Star Games,0.07,0.01,0.0,0.01,0.08,46.0,33.0,5.2,12.0,K2 LLC
PS2,Sony,2004,505 Games,0.04,0.03,0.0,0.01,0.08,58.0,34.0,7.6,5.0,Acquire
X360,Microsoft,2007,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,40.0,15.0,6.8,13.0,Red Tribe
DS,Nintendo,2008,Deep Silver,0.07,0.0,0.0,0.01,0.08,59.0,23.0,5.6,5.0,InXile Entertainment
GC,Nintendo,2003,Electronic Arts,0.06,0.02,0.0,0.0,0.08,62.0,11.0,8.3,6.0,Warthog
XB,Microsoft,2003,3DO,0.06,0.02,0.0,0.0,0.08,83.0,14.0,8.4,8.0,3DO
GC,Nintendo,2005,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,32.0,9.1,41.0,Free Radical Design
PC,Microsoft,2011,THQ,0.0,0.06,0.0,0.02,0.08,80.0,52.0,7.8,235.0,Relic
PS,Sony,1999,Titus,0.04,0.03,0.0,0.01,0.08,80.0,11.0,7.5,11.0,Polygon Magic
GBA,Nintendo,2002,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08,80.0,10.0,9.1,10.0,Marvelous
Wii,Nintendo,2006,Vivendi Games,0.06,0.01,0.0,0.01,0.08,66.0,9.0,7.8,5.0,Vivendi Games
X360,Microsoft,2011,Namco Bandai Games,0.05,0.03,0.0,0.01,0.08,49.0,41.0,5.6,16.0,Game Republic
PS2,Sony,2001,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08,39.0,4.0,5.8,4.0,Toka
GC,Nintendo,2003,Atari,0.06,0.02,0.0,0.0,0.08,66.0,7.0,7.3,8.0,Atari
PSP,Sony,2009,From Software,0.0,0.0,0.08,0.0,0.08,43.0,6.0,6.7,6.0,From Software
X360,Microsoft,2013,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,49.0,7.0,5.1,13.0,"Namco Bandai Games, Monkey Bar Games"
GC,Nintendo,2003,Kemco,0.06,0.02,0.0,0.0,0.08,29.0,14.0,3.2,19.0,Kemco
PSP,Sony,2007,Sega,0.07,0.0,0.0,0.01,0.08,83.0,41.0,9.0,21.0,Zoe Mode
PC,Microsoft,2011,Kalypso Media,0.06,0.01,0.0,0.01,0.08,57.0,19.0,5.8,60.0,Haemimont
X360,Microsoft,2006,D3Publisher,0.04,0.0,0.03,0.0,0.08,69.0,55.0,7.7,60.0,Sandlot
GC,Nintendo,2006,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,78.0,6.0,7.8,8.0,Crystal Dynamics
XB,Microsoft,2003,Midway Games,0.06,0.02,0.0,0.0,0.08,68.0,23.0,7.4,5.0,Terminal Reality
PC,Microsoft,2012,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,58.0,23.0,6.5,345.0,"Cyanide, Cyanide Studios"
PSP,Sony,2006,Electronic Arts,0.07,0.0,0.0,0.01,0.08,61.0,33.0,6.9,12.0,Rebellion
PSV,Sony,2014,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72.0,28.0,8.3,35.0,FuRyu
PS4,Sony,2016,Capcom,0.06,0.0,0.0,0.01,0.08,60.0,19.0,6.7,94.0,Capcom
PC,Microsoft,2015,Ubisoft,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0,Ubisoft
GC,Nintendo,2002,Atari,0.06,0.02,0.0,0.0,0.08,61.0,5.0,7.0,5.0,Blitz Games
PC,Microsoft,2008,Eidos Interactive,0.0,0.06,0.0,0.01,0.08,80.0,20.0,7.7,272.0,Nixxes Software
GC,Nintendo,2002,Ubisoft,0.06,0.02,0.0,0.0,0.08,63.0,20.0,8.0,10.0,Sting
Wii,Nintendo,2006,Ubisoft,0.06,0.01,0.0,0.01,0.08,38.0,23.0,5.3,53.0,Ubisoft Montreal
DS,Nintendo,2008,Game Factory,0.07,0.0,0.0,0.01,0.08,51.0,11.0,6.3,4.0,The Game Factory
Wii,Nintendo,2008,THQ,0.06,0.02,0.0,0.01,0.08,64.0,26.0,4.3,13.0,Team 17
PS3,Sony,2009,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,49.0,8.0,6.5,8.0,Blue Castle Games
PC,Microsoft,2013,Koch Media,0.0,0.08,0.0,0.0,0.08,33.0,24.0,3.3,1340.0,Egosoft
PS4,Sony,2016,Insomniac Games,0.06,0.0,0.0,0.01,0.08,69.0,41.0,7.3,30.0,Insomniac Games
X360,Microsoft,2007,Activision,0.06,0.01,0.0,0.01,0.08,74.0,10.0,6.7,6.0,Left Field Productions
PSP,Sony,2006,Sega,0.05,0.02,0.0,0.01,0.08,56.0,23.0,5.9,7.0,TT Games
DS,Nintendo,2006,THQ,0.05,0.02,0.0,0.01,0.08,64.0,24.0,7.0,16.0,Team 17
PS2,Sony,2000,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08,67.0,10.0,7.4,7.0,Barnhouse Effect
GC,Nintendo,2003,Sega,0.06,0.02,0.0,0.0,0.08,71.0,24.0,8.2,13.0,Sonic Team
XOne,Microsoft,2016,Ubisoft,0.03,0.04,0.0,0.01,0.08,74.0,13.0,7.6,24.0,Ubisoft Montreal
PSP,Sony,2006,Capcom,0.07,0.0,0.0,0.01,0.08,72.0,49.0,7.7,18.0,TOSE
X360,Microsoft,2006,Tecmo Koei,0.07,0.01,0.0,0.01,0.08,52.0,30.0,8.7,18.0,Omega Force
DS,Nintendo,2008,Focus Home Interactive,0.06,0.01,0.0,0.01,0.08,75.0,38.0,6.9,12.0,Firebrand Games
PC,Microsoft,2005,Ubisoft,0.0,0.07,0.0,0.01,0.08,90.0,23.0,7.9,95.0,Ubisoft
PSP,Sony,2007,Sega,0.07,0.0,0.0,0.01,0.08,51.0,20.0,6.0,9.0,Totally Games
PS2,Sony,2002,Empire Interactive,0.04,0.03,0.0,0.01,0.08,57.0,12.0,6.8,5.0,Cunning Developments
XB,Microsoft,2004,Ubisoft,0.06,0.02,0.0,0.0,0.08,49.0,18.0,7.0,4.0,Ratbag
GC,Nintendo,2003,THQ,0.06,0.02,0.0,0.0,0.08,55.0,14.0,7.0,5.0,Pacific Coast Power & Light
PC,Microsoft,2015,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,91.0,13.0,7.7,1963.0,Kojima Productions
GC,Nintendo,2002,Midway Games,0.06,0.02,0.0,0.0,0.08,82.0,12.0,8.4,5.0,Midway
DS,Nintendo,2009,Ubisoft,0.05,0.02,0.0,0.01,0.08,55.0,38.0,7.5,13.0,Velez & Dubail
PS2,Sony,2005,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,60.0,44.0,8.2,26.0,Namco
DS,Nintendo,2008,Eidos Interactive,0.05,0.02,0.0,0.01,0.08,78.0,33.0,8.0,22.0,Mekensleep
GC,Nintendo,2003,Capcom,0.06,0.02,0.0,0.0,0.08,62.0,14.0,8.3,44.0,Capcom
GC,Nintendo,2003,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,80.0,14.0,9.2,5.0,Acclaim
DS,Nintendo,2008,D3Publisher,0.07,0.0,0.0,0.01,0.08,83.0,38.0,8.1,27.0,Treasure
PS4,Sony,2016,Namco Bandai Games,0.01,0.05,0.0,0.01,0.08,75.0,19.0,8.0,50.0,"Milestone, Milestone S.r.l"
3DS,Nintendo,2014,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,63.0,13.0,6.1,10.0,Omega Force
Wii,Nintendo,2008,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,54.0,11.0,6.0,6.0,Hudson Soft
GC,Nintendo,2007,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.0,7.0,EA Tiburon
PS2,Sony,2005,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,71.0,5.0,7.7,7.0,Magenta Software
PC,Microsoft,2011,Mastertronic,0.01,0.05,0.0,0.01,0.08,72.0,53.0,8.2,586.0,Croteam
X360,Microsoft,2009,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08,35.0,23.0,5.3,10.0,Metropolis Software
GC,Nintendo,2004,Activision,0.06,0.02,0.0,0.0,0.08,73.0,25.0,8.6,8.0,Edge of Reality
PS,Sony,2000,Atari,0.04,0.03,0.0,0.0,0.08,37.0,7.0,6.8,20.0,n-Space
DS,Nintendo,2007,Jaleco,0.07,0.0,0.0,0.01,0.08,73.0,17.0,4.2,5.0,Jaleco Entertainment
PC,Microsoft,2008,Electronic Arts,0.0,0.07,0.0,0.01,0.08,65.0,18.0,4.9,231.0,EA Black Box
PC,Microsoft,2012,Electronic Arts,0.0,0.06,0.0,0.02,0.08,82.0,19.0,8.5,525.0,Black Box
3DS,Nintendo,2016,Aksys Games,0.05,0.0,0.02,0.01,0.08,81.0,18.0,8.5,72.0,"Spike Chunsoft, Chime"
PS2,Sony,2004,505 Games,0.04,0.03,0.0,0.01,0.08,75.0,31.0,8.0,9.0,Pinegrow
XB,Microsoft,2004,Gathering of Developers,0.06,0.02,0.0,0.0,0.08,57.0,32.0,8.4,11.0,Coyote Developments
GC,Nintendo,2003,SCi,0.06,0.02,0.0,0.0,0.08,62.0,19.0,8.4,13.0,Pivotal Games
PS2,Sony,2002,Tecmo Koei,0.04,0.03,0.0,0.01,0.08,71.0,12.0,6.6,5.0,Koei
DS,Nintendo,2008,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,75.0,15.0,8.3,4.0,Konami
XB,Microsoft,2006,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,15.0,6.3,32.0,Ubisoft Montreal
PC,Microsoft,2012,Ubisoft,0.0,0.06,0.0,0.01,0.08,86.0,11.0,8.4,337.0,UBlart Montpellier
GBA,Nintendo,2002,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.08,46.0,5.0,1.7,11.0,Rebellion
Wii,Nintendo,2007,Ubisoft,0.07,0.0,0.0,0.01,0.08,54.0,6.0,5.7,6.0,Ubisoft Barcelona
XB,Microsoft,2002,THQ,0.06,0.02,0.0,0.0,0.08,70.0,11.0,8.9,20.0,Omega Force
PS3,Sony,2011,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,67.0,5.0,6.8,4.0,Isopod Labs
XB,Microsoft,2004,Codemasters,0.06,0.02,0.0,0.0,0.08,79.0,26.0,5.4,10.0,Mix Max
PS4,Sony,2015,Kalypso Media,0.0,0.05,0.02,0.01,0.07,64.0,10.0,7.1,12.0,Gaming Minds Studios
PS2,Sony,2005,RedOctane,0.04,0.03,0.0,0.01,0.07,72.0,14.0,9.0,13.0,Roxor Games
DS,Nintendo,2008,Square Enix,0.07,0.0,0.0,0.0,0.07,70.0,21.0,6.3,4.0,Taito Corporation
Wii,Nintendo,2008,Rising Star Games,0.07,0.0,0.0,0.01,0.07,50.0,22.0,8.1,24.0,Sting
PS3,Sony,2014,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.07,71.0,18.0,7.3,27.0,FuRyu
PS2,Sony,2002,Taito,0.04,0.03,0.0,0.01,0.07,74.0,24.0,7.5,12.0,Taito Corporation
Wii,Nintendo,2008,The Adventure Company,0.06,0.01,0.0,0.01,0.07,50.0,23.0,6.2,12.0,AWE Games
PS2,Sony,2003,SCi,0.04,0.03,0.0,0.01,0.07,59.0,22.0,6.6,14.0,UDS
PS3,Sony,2008,Activision,0.07,0.0,0.0,0.01,0.07,36.0,7.0,2.4,15.0,Activision
XB,Microsoft,2003,Ubisoft,0.06,0.02,0.0,0.0,0.07,75.0,13.0,7.9,8.0,Ubisoft
DS,Nintendo,2006,Electronic Arts,0.07,0.0,0.0,0.01,0.07,33.0,8.0,4.9,13.0,EA Tiburon
GBA,Nintendo,2002,Capcom,0.05,0.02,0.0,0.0,0.07,78.0,19.0,8.8,4.0,Capcom
X360,Microsoft,2010,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.07,60.0,13.0,8.0,5.0,Krome Studios
PC,Microsoft,2004,Electronic Arts,0.0,0.06,0.0,0.01,0.07,82.0,31.0,8.5,407.0,EA Canada
GC,Nintendo,2003,Activision,0.06,0.01,0.0,0.0,0.07,82.0,19.0,8.8,12.0,LucasArts
PSP,Sony,2005,Deep Silver,0.07,0.0,0.0,0.01,0.07,51.0,11.0,5.3,4.0,Blade Interactive
PS3,Sony,2010,Activision,0.07,0.0,0.0,0.01,0.07,47.0,11.0,7.0,5.0,Sidhe Interactive
PS3,Sony,2014,Deep Silver,0.04,0.03,0.0,0.01,0.07,40.0,25.0,3.5,51.0,Fatshark AB
PC,Microsoft,2009,JoWood Productions,0.0,0.06,0.0,0.01,0.07,83.0,57.0,8.0,794.0,Runic Games
PSP,Sony,2005,Namco Bandai Games,0.07,0.0,0.0,0.01,0.07,61.0,9.0,6.0,4.0,Blitz Games
Wii,Nintendo,2009,Reef Entertainment,0.06,0.0,0.0,0.01,0.07,70.0,14.0,8.2,5.0,Rebellion
X360,Microsoft,2012,Mad Catz,0.07,0.0,0.0,0.01,0.07,49.0,24.0,5.5,6.0,Mad Catz
PC,Microsoft,2009,Warner Bros. Interactive Entertainment,0.02,0.05,0.0,0.01,0.07,79.0,49.0,7.8,520.0,Monolith Productions
PS4,Sony,2015,Ubisoft,0.06,0.0,0.0,0.01,0.07,62.0,19.0,7.7,61.0,Krome Studios
PS2,Sony,2002,3DO,0.04,0.03,0.0,0.01,0.07,27.0,10.0,3.8,19.0,3DO
XB,Microsoft,2005,Microids,0.05,0.02,0.0,0.0,0.07,70.0,29.0,8.2,5.0,Microids
XB,Microsoft,2005,Empire Interactive,0.05,0.02,0.0,0.0,0.07,50.0,31.0,3.4,5.0,Eutechnyx
XB,Microsoft,2003,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07,75.0,18.0,8.4,8.0,Argonaut Games
PC,Microsoft,2004,Electronic Arts,0.01,0.06,0.0,0.01,0.07,82.0,42.0,8.6,199.0,EA LA
PS2,Sony,2004,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,73.0,26.0,8.1,20.0,Koei
PSP,Sony,2008,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,61.0,16.0,7.0,9.0,SNK Playmore
PS2,Sony,2002,Sega,0.04,0.03,0.0,0.01,0.07,64.0,18.0,7.0,8.0,Sega AM2
PS2,Sony,2004,LucasArts,0.04,0.03,0.0,0.01,0.07,64.0,25.0,6.0,6.0,Double Helix Games
PC,Microsoft,2009,DTP Entertainment,0.01,0.05,0.0,0.01,0.07,72.0,43.0,7.7,125.0,Larian Studios
XB,Microsoft,2002,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,67.0,12.0,8.4,5.0,Pyro Studios
PC,Microsoft,2010,Deep Silver,0.02,0.04,0.0,0.01,0.07,61.0,9.0,6.2,12.0,ValuSoft
DS,Nintendo,2009,Codemasters,0.07,0.0,0.0,0.01,0.07,58.0,22.0,5.5,4.0,Climax Group
PS4,Sony,2015,Idea Factory International,0.02,0.0,0.05,0.0,0.07,71.0,21.0,6.2,34.0,Compile Heart
PS2,Sony,2007,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,33.0,5.0,4.5,6.0,Sensory Sweep
PC,Microsoft,2009,Paradox Interactive,0.02,0.04,0.0,0.01,0.07,77.0,23.0,7.1,233.0,Paradox Development Studio
X360,Microsoft,2006,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,38.0,18.0,4.1,14.0,Genki
PS2,Sony,2007,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,69.0,10.0,8.4,8.0,Koei
PSP,Sony,2008,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,73.0,19.0,7.3,8.0,Irem
PC,Microsoft,2016,Namco Bandai Games,0.0,0.07,0.0,0.0,0.07,89.0,56.0,8.6,1848.0,From Software
GC,Nintendo,2005,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07,44.0,16.0,2.8,4.0,Konami Computer Entertainment Hawaii
XB,Microsoft,2005,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,44.0,9.0,8.5,4.0,Direct Action Games
PS2,Sony,2006,Myelin Media,0.04,0.03,0.0,0.01,0.07,63.0,23.0,5.3,7.0,5000ft
XB,Microsoft,2002,THQ,0.05,0.02,0.0,0.0,0.07,67.0,26.0,5.0,4.0,Kodiak Interactive
PS2,Sony,2004,Global Star,0.04,0.03,0.0,0.01,0.07,65.0,27.0,7.8,17.0,Climax Group
GC,Nintendo,2005,Ubisoft,0.06,0.01,0.0,0.0,0.07,54.0,10.0,1.4,11.0,Ubisoft Shanghai
DS,Nintendo,2009,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,70.0,5.0,9.0,5.0,Koei
Wii,Nintendo,2009,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,37.0,14.0,3.8,11.0,Awesome Play Ltd.
XB,Microsoft,2002,Vivendi Games,0.05,0.02,0.0,0.0,0.07,47.0,17.0,8.3,6.0,Radical Entertainment
PS2,Sony,2007,Midway Games,0.03,0.03,0.0,0.01,0.07,37.0,19.0,5.9,10.0,Creat Studios
X360,Microsoft,2007,Success,0.07,0.0,0.0,0.01,0.07,46.0,22.0,7.0,21.0,Success
PS2,Sony,2002,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,50.0,22.0,7.9,11.0,Polygon Magic
PSP,Sony,2007,Rising Star Games,0.05,0.0,0.01,0.01,0.07,69.0,29.0,6.5,6.0,Irem
PS2,Sony,2005,Capcom,0.03,0.03,0.0,0.01,0.07,67.0,33.0,8.8,44.0,Capcom
PS4,Sony,2015,Nippon Ichi Software,0.03,0.0,0.03,0.01,0.07,78.0,33.0,8.1,63.0,Spike Chunsoft
DS,Nintendo,2008,Tecmo Koei,0.07,0.0,0.0,0.01,0.07,78.0,15.0,8.6,18.0,Vogster
DS,Nintendo,2008,Destineer,0.07,0.0,0.0,0.01,0.07,23.0,9.0,2.4,12.0,Webfoot Technologies
X360,Microsoft,2014,Deep Silver,0.03,0.04,0.0,0.01,0.07,32.0,12.0,3.8,74.0,Fatshark AB
DS,Nintendo,2005,Ubisoft,0.06,0.0,0.0,0.01,0.07,50.0,22.0,7.0,25.0,Gameloft
PS2,Sony,2003,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,74.0,17.0,8.9,10.0,Koei
XB,Microsoft,2004,Codemasters,0.05,0.02,0.0,0.0,0.07,75.0,46.0,8.0,6.0,Free Radical Design
PC,Microsoft,2011,Codemasters,0.01,0.04,0.0,0.01,0.07,67.0,25.0,4.9,103.0,Codemasters
PS,Sony,1998,Human Entertainment,0.04,0.03,0.0,0.0,0.07,62.0,5.0,7.4,15.0,S-Neo
X360,Microsoft,2009,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,47.0,13.0,4.6,10.0,Blue Castle Games
PSV,Sony,2014,Ubisoft,0.0,0.04,0.02,0.01,0.07,83.0,14.0,7.8,108.0,Ubisoft Montreal
PS2,Sony,2008,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,70.0,21.0,7.4,59.0,Climax Group
XB,Microsoft,2003,Electronic Arts,0.05,0.02,0.0,0.0,0.07,59.0,11.0,6.0,5.0,Warthog
